URL,Status Code,Content-Type,Parent URL,Input Line,lo
https://wsalibrary.wordpress.com/,200,text/html; charset=UTF-8,https://library.soton.ac.uk/managementandmarketing,965,Wordpress
https://www.thinglink.com/card/1605566995493814273,200,text/html;charset=UTF-8,https://library.soton.ac.uk/managementandmarketing,990,ThingLink
https://www.thinglink.com/card/1605566995493814273,200,text/html;charset=UTF-8,https://library.soton.ac.uk/socialstats,82,ThingLink
https://www.thinglink.com/card/1605566995493814273,200,text/html;charset=UTF-8,https://library.soton.ac.uk/archaeology,241,ThingLink
https://www.thinglink.com/card/1605566995493814273,200,text/html;charset=UTF-8,https://library.soton.ac.uk/Games,325,ThingLink
https://www.thinglink.com/card/1605566995493814273,200,text/html;charset=UTF-8,https://library.soton.ac.uk/medicine,414,ThingLink
https://generic.wordpress.soton.ac.uk/gettingstarted/,200,text/html; charset=UTF-8,https://library.soton.ac.uk/home/welcome,514,Wordpress
https://www.thinglink.com/card/1734893194337845734,200,text/html;charset=UTF-8,https://library.soton.ac.uk/home/welcome,540,ThingLink
https://www.thinglink.com/card/1527340866878832642,200,text/html;charset=UTF-8,https://library.soton.ac.uk/ORC,565,ThingLink
https://app.widgets.thinglink.com/accessibility/1527340866878832642,200,text/html; charset=utf-8,https://library.soton.ac.uk/ORC,592,ThingLink
https://www.thinglink.com/card/1605566995493814273,200,text/html;charset=UTF-8,https://library.soton.ac.uk/ORC,612,ThingLink
https://generic.wordpress.soton.ac.uk/researchmethods/,200,text/html; charset=UTF-8,https://library.soton.ac.uk/ORC,653,Wordpress
https://www.thinglink.com/card/1605566995493814273,200,text/html;charset=UTF-8,https://library.soton.ac.uk/philosophy,701,ThingLink
https://www.thinglink.com/card/1605566995493814273,200,text/html;charset=UTF-8,https://library.soton.ac.uk/maths,979,ThingLink
https://www.thinglink.com/card/1605566995493814273,200,text/html;charset=UTF-8,https://library.soton.ac.uk/c.php?g=131405,74,ThingLink
https://www.thinglink.com/card/1605566995493814273,200,text/html;charset=UTF-8,https://library.soton.ac.uk/economics,170,ThingLink
https://www.thinglink.com/card/1605566995493814273,200,text/html;charset=UTF-8,https://library.soton.ac.uk/psychology,315,ThingLink
https://wsalibrary.wordpress.com/,200,text/html; charset=UTF-8,https://library.soton.ac.uk/media,505,Wordpress
https://www.thinglink.com/card/1605566995493814273,200,text/html;charset=UTF-8,https://library.soton.ac.uk/media,523,ThingLink
https://www.thinglink.com/card/1605566995493814273,200,text/html;charset=UTF-8,https://library.soton.ac.uk/audiology,614,ThingLink
https://www.thinglink.com/card/1605566995493814273,200,text/html;charset=UTF-8,https://library.soton.ac.uk/sociology,692,ThingLink
https://guides.soton.ac.uk/open/library/articulate/search-strategy/story_html5.html,200,text/html,https://library.soton.ac.uk/oes,766,Articulate
https://www.thinglink.com/card/1605566995493814273,200,text/html;charset=UTF-8,https://library.soton.ac.uk/oes,795,ThingLink
http://guides.soton.ac.uk/open/library/articulate/search-strategy/story.html,503,text/html; charset=UTF-8,https://library.soton.ac.uk/oes,834,Articulate
